,origin_census_block_group,date_range_start,date_range_end,device_count,distance_traveled_from_home,bucketed_distance_traveled,median_dwell_at_bucketed_distance_traveled,completely_home_device_count,median_home_dwell_time,bucketed_home_dwell_time,at_home_by_each_hour,part_time_work_behavior_devices,full_time_work_behavior_devices,destination_cbgs,delivery_behavior_devices,median_non_home_dwell_time,candidate_device_count,bucketed_away_from_home_time,median_percentage_time_home,bucketed_percentage_time_home
0,10139533002,2020-01-06T00:00:00-06:00,2020-01-07T00:00:00-06:00,57,20770.0,"{""16001-50000"":25,""0"":8,"">50000"":9,""2001-8000"":4,""1-1000"":2,""8001-16000"":8}","{""16001-50000"":59,"">50000"":15,""<1000"":249,""2001-8000"":193,""8001-16000"":21}",10,781,"{""721-1080"":21,""361-720"":7,""61-360"":6,""<60"":11,"">1080"":12}","[39,37,38,37,36,33,30,19,16,9,11,12,11,11,12,18,29,30,40,41,42,39,39,38]",11,8,"{""011091891002"":1,""011010056043"":1,""011010056091"":1,""010399617001"":1,""011010059014"":1,""010419635001"":1,""010139532001"":1,""011070500003"":1,""011170301031"":1,""010359606002"":1,""010419638001"":1,""010139528001"":13,""010030112021"":1,""010030112012"":1,""010139529002"":13,""010030112023"":1,""011070500002"":1,""010990757001"":1,""010210601014"":1,""011010005002"":1,""011010012003"":1,""010139535001"":3,""010399618002"":1,""010139530001"":2,""010399620001"":1,""010139527002"":2,""011250104033"":1,""011010001001"":1,""010030111013"":1,""010139533002"":50,""010139534001"":3,""011250102023"":1,""011010059015"":1,""010139527001"":7,""011010054021"":1,""010139531003"":1,""010139530002"":2,""131150017013"":1,""011010011001"":1,""010139533001"":1,""010139534002"":4,""011010005001"":1,""131150011001"":1,""010139532002"":2,""010139529001"":9,""010359606001"":1,""011010015003"":1,""011070500004"":1}",5,266,86,"{""21-45"":3,""481-540"":7,""541-600"":3,""46-60"":2,""721-840"":1,""301-360"":2,""<20"":11,""61-120"":2,""241-300"":6,""121-180"":1,""421-480"":5,""1321-1440"":3,""841-960"":1,""1081-1200"":1,""181-240"":2,""361-420"":1}",76,"{""0-25"":10,""76-100"":28,""51-75"":16,""26-50"":3}"
1,10210601014,2020-01-06T00:00:00-06:00,2020-01-07T00:00:00-06:00,167,13330.0,"{""16001-50000"":24,""0"":28,"">50000"":44,""2001-8000"":31,""1-1000"":13,""1001-2000"":16,""8001-16000"":5}","{""16001-50000"":60,"">50000"":46,""<1000"":82,""2001-8000"":33,""1001-2000"":52,""8001-16000"":13}",29,690,"{""721-1080"":35,""361-720"":37,""61-360"":18,""<60"":32,"">1080"":38}","[112,116,112,109,104,100,94,80,63,57,47,54,61,55,58,63,76,71,83,95,106,112,113,113]",32,12,"{""010950306004"":1,""011170302173"":1,""010730131004"":1,""011170303191"":5,""011010027002"":1,""011170302162"":1,""010730138011"":1,""010210601011"":3,""011170302142"":4,""010010204003"":1,""011010033011"":1,""010379610001"":1,""011170306051"":1,""011010017003"":1,""010010209003"":3,""010730143021"":2,""010810408001"":1,""011170305011"":1,""010730107063"":1,""471550806012"":2,""130570911034"":1,""131451204023"":1,""010730139021"":1,""010210601025"":7,""470090101002"":2,""010010201001"":1,""011250117031"":1,""010730129112"":1,""010730024002"":4,""011170303034"":1,""560399676003"":1,""010010210002"":1,""010210605001"":1,""011010054064"":3,""010210607001"":4,""010730052003"":1,""550790077002"":1,""010730144042"":1,""010210604022"":1,""010730045002"":1,""010210601021"":5,""132971107002"":1,""010730059031"":2,""010730101003"":1,""010070100046"":1,""010090506011"":1,""010730027003"":2,""011010002001"":1,""010730124023"":1,""261251974001"":1,""011170306052"":1,""010730029003"":1,""010210604011"":6,""010730038021"":1,""010090505004"":1,""011170304051"":2,""011250104041"":1,""010210606002"":1,""010210601014"":142,""132971105041"":1,""470110101004"":1,""011250125031"":1,""011010056101"":1,""011170307041"":1,""010730107062"":1,""010210607002"":4,""010730141053"":1,""010730059082"":1,""010510306001"":1,""011170303441"":3,""010730129151"":2,""010210604012"":2,""470110114012"":1,""011010014003"":1,""011170305021"":3,""010730142034"":2,""551314701002"":1,""201550018002"":1,""180890103023"":1,""011170306083"":4,""560399678005"":1,""010510313001"":1,""010070100043"":1,""010210602002"":2,""010730102003"":1,""011170303332"":1,""010730128032"":1,""010499603001"":1,""131850109001"":1,""011010001001"":1,""010730023033"":1,""010510308002"":1,""010210604013"":1,""011170304061"":1,""560399677023"":1,""360830411002"":1,""011170303361"":1,""010210602001"":7,""010730045001"":1,""011091891004"":1,""560399677012"":1,""010210601022"":16,""011170306042"":1,""010210604021"":4,""010730108022"":1,""130019502001"":1,""010499611003"":1,""010210601013"":3,""011170303152"":3,""010210607004"":7,""010210606001"":1,""010210601023"":19,""010730001002"":1,""010730122002"":1,""010730142033"":1,""011250104051"":1,""011210117003"":2,""010730106022"":1,""010890114002"":2,""010479561004"":1,""011010053011"":1,""470110111004"":1,""011170307031"":2,""011250125011"":1,""011170305013"":3,""010210607003"":3,""011010054021"":1,""010890102001"":1,""010010202002"":1,""471550810002"":2,""010730134001"":1,""170978662003"":1,""011250104043"":1,""010210603001"":1,""132971105082"":2,""010510301004"":1,""010730133002"":1,""471550805001"":2,""011170304071"":2,""011170303411"":1,""010070100044"":1,""010210601012"":6,""010730106031"":1,""470090114023"":2,""010730107031"":1,""011170303153"":1,""010479561005"":1,""010730127011"":1,""011170303342"":1,""010210601024"":8,""011170303402"":1,""010210603002"":1,""011170306081"":3,""010730027001"":1,""010730037004"":1,""471050603012"":1,""011210113004"":1,""010499609003"":1,""011170306092"":1,""010730129102"":2,""470110114013"":1,""010010205002"":2,""011010027001"":1,""010730107064"":3,""010210605003"":1}",7,289,270,"{""21-45"":12,""481-540"":12,""541-600"":10,""46-60"":1,""721-840"":1,""1201-1320"":6,""301-360"":11,""<20"":37,""61-120"":12,""241-300"":9,""121-180"":9,""421-480"":9,""1321-1440"":3,""841-960"":1,""1081-1200"":5,""961-1080"":5,""601-660"":1,""181-240"":10,""661-720"":1,""361-420"":9}",68,"{""26-50"":16,""51-75"":47,""0-25"":32,"">100"":1,""76-100"":69}"
2,10950303005,2020-01-06T00:00:00-06:00,2020-01-07T00:00:00-06:00,96,12284.0,"{""16001-50000"":20,""0"":16,"">50000"":10,""2001-8000"":23,""1-1000"":3,""8001-16000"":11}","{""16001-50000"":102,"">50000"":57,""<1000"":43,""2001-8000"":42,""8001-16000"":14}",18,709,"{""721-1080"":26,""361-720"":18,""61-360"":12,""<60"":14,"">1080"":16}","[58,58,60,59,59,58,49,41,33,24,25,28,22,26,30,30,32,37,43,48,55,58,61,63]",19,9,"{""011030051012"":1,""010950303004"":3,""010950306004"":1,""010890020003"":1,""010950302023"":1,""010890025011"":1,""010890028021"":3,""010950303002"":4,""010890026001"":3,""450399602002"":1,""010950304013"":6,""010890026002"":1,""010890013021"":1,""010090504001"":1,""010890006011"":1,""010890106221"":2,""010950304021"":3,""010950306001"":2,""010890014022"":1,""010950305005"":5,""010890107014"":1,""291892181031"":1,""010730129073"":1,""010950301002"":2,""011030057022"":2,""010890109013"":1,""010730120022"":1,""010890031003"":1,""010890019011"":1,""011030057011"":2,""010890025012"":2,""171194036011"":1,""010890110113"":1,""010950307021"":4,""010950304022"":13,""010890112002"":1,""011030004002"":2,""011030003002"":2,""130510040011"":1,""370810162012"":1,""010950305004"":5,""010950305002"":1,""010890020001"":2,""180659768002"":1,""010950306002"":1,""010950304015"":11,""011030009001"":3,""450570103001"":1,""011030057023"":2,""471550810003"":1,""471550809022"":1,""010950305001"":9,""010950303001"":1,""471550810002"":1,""010950309031"":1,""010890021003"":1,""010439641002"":1,""010950302024"":1,""010950307011"":2,""131210092002"":1,""011030057024"":1,""010950303005"":77,""180659767001"":1,""010890025021"":1,""010950304023"":2,""010330206004"":1,""010950307012"":3,""471550805001"":1,""010950305003"":1,""010330207043"":1,""010890019031"":1,""010950307023"":1,""010950303003"":1,""010950307022"":2,""010830211004"":1,""010890111001"":3,""010950304012"":4,""010890029112"":1,""010890014023"":2,""010890019012"":1,""180659768003"":1,""010890113001"":1,""010890028013"":3,""010439641001"":1}",6,276,149,"{""21-45"":5,""481-540"":5,""541-600"":5,""46-60"":4,""721-840"":4,""301-360"":3,""<20"":22,""61-120"":9,""241-300"":8,""121-180"":5,""421-480"":5,""841-960"":2,""1081-1200"":1,""961-1080"":6,""601-660"":1,""181-240"":3,""661-720"":1,""361-420"":7}",70,"{""0-25"":10,""76-100"":39,""51-75"":26,""26-50"":8}"
3,11010055032,2020-01-06T00:00:00-06:00,2020-01-07T00:00:00-06:00,83,9627.0,"{""16001-50000"":8,""0"":25,"">50000"":7,""2001-8000"":25,""1-1000"":3,""8001-16000"":15}","{""16001-50000"":59,"">50000"":235,""<1000"":308,""2001-8000"":46,""8001-16000"":59}",25,690,"{""721-1080"":16,""361-720"":14,""61-360"":11,""<60"":17,"">1080"":20}","[50,49,51,48,49,46,48,43,30,28,25,33,30,29,26,27,29,36,36,42,50,51,47,45]",19,1,"{""010810407002"":1,""011010027002"":2,""401430074151"":1,""011010056091"":1,""010872316031"":1,""490490024001"":1,""010810408002"":1,""011010054031"":2,""011010056052"":1,""490490103041"":1,""011010054084"":1,""010872319001"":1,""011010033011"":1,""011010017003"":1,""401430074081"":1,""010510307021"":2,""011010016002"":1,""011010055041"":1,""011010026002"":1,""011010033022"":3,""011010054064"":14,""011010029002"":1,""010970023021"":1,""010010208022"":1,""011010028003"":1,""490490033002"":1,""011010060004"":2,""011010056111"":2,""011010017002"":1,""490490033004"":1,""011010002001"":2,""011010054061"":1,""470650112015"":1,""011010018003"":1,""011010005002"":1,""011091886002"":1,""011010054083"":1,""011010006002"":2,""011010012003"":1,""010872316021"":1,""401430076253"":1,""132859601001"":1,""401430111001"":1,""011010056051"":3,""010872322002"":1,""401450305051"":1,""401450305062"":1,""011010055032"":73,""011010029001"":1,""010510308003"":2,""011010051012"":1,""010119522001"":1,""011010033021"":1,""011010054071"":3,""011239623004"":1,""011010054023"":2,""011010001001"":1,""010510304003"":1,""011010021003"":3,""010510303002"":1,""011010009001"":2,""011091891004"":1,""490490027021"":1,""010379612002"":1,""011010054062"":5,""011010056071"":1,""011010054073"":1,""011010054082"":1,""490490011082"":1,""011010054102"":2,""010857812002"":1,""010119522002"":1,""011010054072"":7,""011010014002"":2,""010872322001"":1,""490490032011"":1,""011010020002"":1,""011010011002"":1,""010510305001"":1,""011010025001"":1,""011010056121"":1,""011010054081"":1,""010379612003"":1,""470370162003"":1,""011010055033"":2,""010510306003"":1,""011010059011"":1,""011010005001"":1,""011010054022"":1,""011010031002"":1,""011010056031"":1,""010119522003"":1,""010010205002"":1,""011010027001"":2,""011010054063"":6,""011010014001"":1,""010510304001"":2}",3,190,147,"{""21-45"":1,""481-540"":8,""541-600"":2,""46-60"":4,""721-840"":1,""1201-1320"":3,""301-360"":1,""<20"":28,""61-120"":4,""121-180"":2,""421-480"":6,""1321-1440"":1,""841-960"":3,""1081-1200"":4,""961-1080"":1,""601-660"":1,""181-240"":3,""661-720"":3,""361-420"":4}",65,"{""26-50"":4,""51-75"":19,""0-25"":19,"">100"":3,""76-100"":34}"
4,40210002061,2020-01-06T00:00:00-07:00,2020-01-07T00:00:00-07:00,496,12685.0,"{""16001-50000"":131,""0"":138,"">50000"":37,""2001-8000"":80,""1-1000"":44,""1001-2000"":24,""8001-16000"":41}","{""16001-50000"":72,"">50000"":61,""<1000"":88,""2001-8000"":30,""1001-2000"":63,""8001-16000"":79}",138,828,"{""721-1080"":141,""361-720"":75,""61-360"":38,""<60"":75,"">1080"":167}","[368,365,362,357,354,342,321,281,241,221,212,202,208,205,209,224,231,270,300,317,338,356,358,358]",70,39,"{""040134226322"":1,""040210002041"":40,""040134226412"":1,""040134226232"":1,""120990005092"":1,""040134221031"":1,""040210002081"":7,""471570213111"":1,""040130101021"":1,""040134226311"":1,""040134222033"":1,""040131162041"":1,""040138134002"":1,""040138166001"":9,""040133184002"":2,""040134223013"":2,""040134226461"":1,""040134222131"":1,""040130304023"":1,""150030018011"":1,""040138153001"":3,""490351101043"":1,""150030019011"":1,""040134202161"":1,""040133199101"":1,""040134225021"":1,""040134226413"":1,""040250020041"":1,""040133197041"":3,""040138122003"":1,""040131138011"":2,""040136147001"":1,""040210002132"":1,""040131167311"":1,""040130610281"":1,""040250020021"":1,""040210009021"":1,""040134221052"":1,""471579801001"":1,""040138172004"":5,""040133187001"":2,""060379201141"":1,""040131036081"":1,""040138150002"":1,""040159504023"":2,""040210002102"":2,""040135228001"":3,""040210021032"":1,""040210002143"":1,""040050008003"":2,""040138155003"":1,""040139804001"":1,""040134214001"":1,""040134226431"":1,""040134225063"":1,""040131032152"":1,""040136123001"":1,""040139411001"":2,""040210002113"":1,""040134226071"":2,""040134226251"":2,""471570213204"":1,""040134224041"":2,""040210002042"":7,""040138168001"":33,""040138170001"":1,""040210002134"":3,""040133198006"":1,""040137233051"":1,""040131032191"":1,""040135230024"":2,""040210002055"":8,""330110190001"":1,""040134215021"":1,""040139805001"":2,""040138171003"":35,""060470021003"":1,""040210002052"":2,""040131167092"":1,""040138130001"":2,""040138148002"":2,""040134225072"":1,""040250013001"":1,""040134223072"":2,""040134226151"":1,""040138102001"":2,""040133197051"":1,""040132168162"":1,""040190001002"":1,""040134202061"":2,""040134220011"":1,""040138162002"":2,""040134225112"":1,""040134222093"":1,""040210003182"":1,""040138138002"":1,""471570213112"":1,""040134223053"":1,""040134222164"":1,""040131118003"":1,""040130610122"":1,""040134226321"":1,""040138128001"":1,""040134202162"":1,""040190047162"":1,""040131171001"":2,""040138122002"":1,""040134222032"":1,""040131172001"":2,""040210002073"":1,""150030020041"":1,""040138134001"":2,""150039802001"":1,""040138129001"":2,""040131138021"":3,""040210002101"":4,""120990011016"":1,""040134224011"":1,""040138135002"":2,""040134226252"":1,""040138155002"":6,""040134226292"":1,""040134226362"":3,""040136152001"":1,""040210003151"":1,""040138104002"":4,""040138111001"":1,""040134219011"":1,""040130405255"":1,""040133193001"":1,""040138133001"":1,""040138172002"":1,""040134202091"":4,""040134214002"":1,""250277303003"":1,""040210002051"":12,""550896603013"":1,""040134208003"":1,""040138142001"":1,""490351014003"":1,""040138123001"":2,""040134222163"":2,""040138157002"":2,""040070012002"":1,""040134224033"":1,""040250018023"":2,""040133199071"":1,""040134220022"":1,""040138173003"":1,""040131032151"":1,""040210003122"":1,""040132168161"":2,""040134201041"":1,""040131036072"":1,""040134219012"":1,""040138168002"":2,""040135231041"":1,""040134222051"":1,""040138176001"":4,""480850316562"":1,""040219414002"":1,""040134202062"":2,""040136164005"":1,""040130610293"":1,""040135229012"":1,""040134223071"":5,""040130506091"":1,""040210002072"":3,""040210002151"":1,""040131167082"":1,""040138152002"":1,""040134225142"":1,""040133198002"":1,""040134222103"":1,""040133194015"":1,""040138108001"":1,""040136149002"":1,""040135230051"":1,""040138147001"":1,""040134225111"":1,""040138124001"":4,""040210002061"":451,""040132183002"":1,""040138163003"":1,""040210003092"":1,""040134222031"":1,""040138161001"":2,""040134213024"":1,""040138170002"":6,""040210021012"":1,""040134223022"":1,""040134225132"":1,""471570220242"":1,""040138137001"":1,""040138172001"":2,""040138150003"":1,""040138148001"":3,""040130927204"":1,""040138113001"":1,""040134225043"":1,""040210011004"":1,""040138146002"":6,""040134226253"":1,""040138124002"":1,""040134226153"":2,""040134223074"":3,""040130610092"":1,""320030067001"":2,""040134226063"":1,""040050016002"":2,""040134222041"":2,""040134213042"":2,""040138169001"":12,""040134224023"":1,""040135229011"":1,""040134226271"":1,""040210002091"":5,""040134223042"":3,""040138125001"":1,""040070012001"":1,""040138155001"":5,""040210008013"":1,""040134211024"":1,""040219414001"":1,""040210003181"":1,""040138106001"":1,""040134221033"":1,""040134226421"":1,""040133191033"":1,""120990006002"":1,""060379201071"":1,""040134226242"":1,""040210002122"":1,""040250018011"":1,""040134226282"":1,""040133199091"":2,""040132172011"":1,""040138131001"":1,""040138152001"":1,""040132168182"":1,""040138135001"":1,""040179648002"":1,""040190044291"":1,""040138156001"":2,""040134226091"":1,""060379203391"":1,""040134226341"":1,""040210002133"":1,""040135231023"":1,""060379201182"":1,""040132168462"":1,""040134226272"":1,""471570225003"":1,""040138163002"":2,""040138173002"":2,""040138160002"":1,""040134226161"":1,""040210003191"":1,""040131147032"":1,""040133196003"":1,""040134216012"":3,""040134217013"":1,""040134225014"":1,""040133199043"":1,""040133197031"":2,""040133190003"":1,""040135231034"":2,""040138154001"":6,""040138159001"":2,""150030018012"":1,""040134206031"":1,""040210013014"":1,""040134226382"":1,""040134212011"":3,""040210003083"":1,""040134213033"":1,""040134201092"":3,""040131032202"":1,""040131072011"":1,""040131055032"":1,""040210002071"":4,""040131051012"":1,""060990035001"":1,""040138118002"":3,""040134226393"":7,""040210003163"":1,""040138167001"":1,""040134225034"":2,""040131050041"":1,""481210216273"":1,""150030020031"":1,""040210009011"":1,""490351014001"":1,""040134222211"":1,""040210002054"":4,""040210002142"":3,""040134202151"":2,""040138172003"":1,""060379201021"":1,""040138158001"":3,""040134217021"":1,""040134222222"":1,""040134223091"":1,""040136164004"":1,""040134226432"":1,""040138103001"":1,""040138139001"":1,""040138160001"":2,""040138169002"":6,""040134226443"":1,""040138112001"":2,""040134223081"":1,""040134223021"":1,""040210002131"":7,""040134226331"":3,""040210002082"":1}",8,149,822,"{""21-45"":24,""481-540"":26,""541-600"":23,""46-60"":13,""721-840"":3,""1201-1320"":10,""301-360"":36,""<20"":164,""61-120"":33,""241-300"":26,""121-180"":22,""421-480"":21,""1321-1440"":5,""841-960"":13,""1081-1200"":5,""961-1080"":1,""601-660"":15,""181-240"":22,""661-720"":5,""361-420"":25}",80,"{""26-50"":27,""51-75"":118,""0-25"":73,"">100"":14,""76-100"":260}"
5,51190034021,2020-01-06T00:00:00-06:00,2020-01-07T00:00:00-06:00,108,10656.0,"{""16001-50000"":19,""0"":19,"">50000"":5,""2001-8000"":19,""1-1000"":5,""1001-2000"":4,""8001-16000"":36}","{""16001-50000"":41,"">50000"":76,""<1000"":435,""2001-8000"":212,""1001-2000"":10,""8001-16000"":41}",18,760,"{""721-1080"":31,""361-720"":23,""61-360"":5,""<60"":18,"">1080"":29}","[83,80,80,82,78,70,69,63,48,41,35,34,33,33,32,30,40,52,55,62,65,69,72,69]",12,15,"{""051190043023"":1,""051190037113"":1,""051190013003"":1,""051190032071"":1,""050097903001"":1,""051190037102"":2,""051190036081"":1,""051190034024"":3,""051190024083"":2,""051190015022"":1,""171990210001"":1,""051190033044"":2,""180390016023"":1,""051190041031"":1,""051190037131"":1,""051190024072"":2,""051190033033"":7,""051190042141"":1,""051190036054"":8,""051190036073"":1,""050379505002"":1,""051190025001"":3,""050690024002"":1,""051190027006"":1,""051190037132"":5,""051190032072"":1,""290770022001"":1,""051190043062"":3,""051190021032"":1,""051190022091"":1,""051190037071"":2,""051190024052"":2,""051190030021"":1,""051190036093"":1,""050450301022"":1,""051190042072"":1,""051190035003"":5,""051190036082"":1,""051190021043"":2,""051190033043"":3,""050450304011"":1,""051190048001"":3,""180390016011"":1,""051190034021"":101,""481210217272"":1,""051190021022"":1,""051450710002"":1,""051190033031"":5,""051190036053"":2,""051250106001"":1,""051190044002"":1,""051190015011"":1,""051190036043"":7,""051190024071"":2,""051190024031"":1,""051190037036"":2,""051190042181"":1,""051190024062"":1,""050850202061"":1,""051190045003"":1,""482239503001"":1,""051190024085"":2,""051190041033"":2,""051190037032"":3,""051190038003"":14,""051190037061"":2,""051190033053"":1,""051190040013"":2,""051250105033"":1,""051190036052"":4,""050450310052"":1,""051250101023"":1,""051190002002"":1,""051190036042"":1,""051190033041"":3,""051190044001"":2,""051190021023"":2,""051190033061"":1,""051190012001"":1,""051190020011"":1,""051190034032"":5,""050850203013"":1,""051159512001"":1,""051190036091"":1,""051190037042"":4,""051190038004"":1,""050690025001"":1,""051190037031"":1,""051190015013"":1,""180390014002"":1,""050690019011"":1,""051190039001"":2,""180390016013"":1,""051190042052"":1,""050219504002"":1,""051190037112"":2,""051190034022"":5,""050850202041"":7,""051190030012"":2,""050850202021"":1,""051190027007"":2,""051190042164"":1,""050850202052"":1,""051450712002"":1,""051190025002"":1,""051190036051"":1,""051190043032"":5,""051190037101"":3,""051190020021"":1,""051190032022"":1,""201137883001"":1,""051190036041"":2,""051190022082"":1,""051190037123"":7,""051190048003"":1}",6,306,176,"{""21-45"":1,""481-540"":15,""541-600"":7,""46-60"":1,""721-840"":3,""1201-1320"":1,""301-360"":7,""<20"":27,""61-120"":5,""241-300"":9,""121-180"":4,""421-480"":10,""1321-1440"":1,""841-960"":4,""1081-1200"":1,""961-1080"":1,""601-660"":1,""181-240"":1,""661-720"":1,""361-420"":5}",66,"{""26-50"":9,""51-75"":37,""0-25"":18,"">100"":1,""76-100"":45}"
6,60090004001,2020-01-06T00:00:00-08:00,2020-01-07T00:00:00-08:00,32,19753.0,"{""16001-50000"":9,""0"":5,"">50000"":5,""2001-8000"":6,""1-1000"":4,""8001-16000"":3}","{""16001-50000"":59,"">50000"":253,""<1000"":594,""2001-8000"":353,""8001-16000"":14}",5,862,"{""721-1080"":5,"">1080"":8,""<60"":2,""61-360"":5}","[16,17,15,13,14,13,13,16,14,9,11,8,10,7,10,7,11,11,15,12,13,15,16,14]",1,3,"{""060090004002"":3,""060670075042"":1,""060050003031"":4,""060050004023"":2,""060170308041"":1,""320199608003"":1,""060050003041"":4,""060090004001"":25,""060014516012"":1,""060050002002"":1,""060050005003"":4,""060050004014"":3,""060770051311"":1,""060050001022"":1,""060090004006"":2,""060133390022"":1,""060050004021"":2,""060090004005"":1,""060170309022"":1,""060050004011"":1,""060050003032"":1,""060170315022"":1,""060770041062"":1,""060090003002"":1}",1,224,54,"{""21-45"":1,""481-540"":2,""541-600"":3,""46-60"":1,""<20"":5,""61-120"":1,""121-180"":1,""421-480"":2,""1321-1440"":1,""841-960"":1,""961-1080"":1,""181-240"":1,""661-720"":1,""361-420"":1}",67,"{""0-25"":5,""76-100"":12,""51-75"":8,""26-50"":1}"
7,60133040033,2020-01-06T00:00:00-08:00,2020-01-07T00:00:00-08:00,44,13409.0,"{""16001-50000"":2,""0"":9,"">50000"":7,""2001-8000"":6,""1-1000"":2,""1001-2000"":1,""8001-16000"":11}","{""16001-50000"":257,"">50000"":63,""<1000"":211,""2001-8000"":128,""1001-2000"":8,""8001-16000"":47}",12,795,"{""721-1080"":10,""361-720"":5,""61-360"":2,""<60"":13,"">1080"":14}","[20,26,25,25,29,24,25,23,17,13,21,15,14,15,12,16,17,18,24,23,21,23,23,22]",5,1,"{""060610220111"":1,""060133020071"":2,""060750607001"":1,""060014511015"":1,""060133040011"":1,""060133031033"":1,""060855087043"":1,""060133031022"":1,""060014516011"":1,""060133040033"":32,""060971509012"":1,""060133032012"":1,""060133040021"":4,""060855087042"":1,""060855050061"":1,""060133040032"":3,""060133032052"":1,""060971506093"":1,""060133032023"":1,""060133040051"":3,""060971506073"":1,""150010216015"":1,""060133040042"":1,""060133040031"":2,""060133040041"":1,""060133032013"":3,""060133031032"":5,""060133031034"":2,""060014501011"":1,""060014431031"":1,""060379201071"":1,""060014511014"":1,""060133020072"":1,""060133032031"":2,""150010216014"":3,""060014507431"":2,""150010215071"":3,""060133010001"":1,""060133020092"":1,""060855055002"":1}",1,218,60,"{""481-540"":1,""541-600"":2,""721-840"":1,""1201-1320"":2,""301-360"":5,""<20"":11,""61-120"":1,""241-300"":2,""121-180"":5,""421-480"":1,""1081-1200"":4,""961-1080"":1,""601-660"":1,""181-240"":2,""361-420"":1}",73,"{""26-50"":5,""51-75"":1,""0-25"":9,"">100"":2,""76-100"":17}"
8,60133551101,2020-01-06T00:00:00-08:00,2020-01-07T00:00:00-08:00,158,22909.0,"{""16001-50000"":21,""0"":50,"">50000"":31,""2001-8000"":33,""1-1000"":5,""1001-2000"":4,""8001-16000"":6}","{""16001-50000"":87,"">50000"":41,""<1000"":31,""2001-8000"":39,""1001-2000"":155,""8001-16000"":33}",46,197,"{""721-1080"":13,""361-720"":17,""61-360"":23,""<60"":67,"">1080"":38}","[76,68,63,62,61,60,56,54,48,51,49,44,46,46,49,46,50,55,58,64,66,66,72,76]",6,1,"{""060855064024"":1,""060133332004"":1,""060133010003"":1,""060133551112"":1,""060014312003"":1,""320110001001"":1,""060816016011"":1,""060816016041"":1,""060133020054"":2,""060133050003"":6,""120860009033"":1,""060952529042"":1,""060750251003"":1,""060133040011"":1,""060816117002"":2,""060133080021"":2,""060133551101"":110,""060014040002"":1,""060133071013"":1,""060750210004"":1,""060770041061"":1,""340390398004"":1,""060855010003"":1,""060133031022"":1,""060133240012"":1,""060750157001"":1,""060816073002"":1,""060133072043"":3,""060170305041"":1,""060170304015"":1,""060133080014"":4,""060170302002"":1,""060170303024"":1,""120860009032"":1,""060133060022"":1,""060770031142"":1,""060133060041"":1,""060133490003"":1,""120860045006"":1,""060133050005"":1,""060133090002"":1,""060133060033"":1,""060990003043"":1,""060014231002"":1,""060816080012"":1,""060170308041"":1,""060133032012"":4,""060133100002"":1,""060133551111"":1,""060750203001"":2,""060855019001"":1,""060014446021"":1,""060819843001"":1,""060014060002"":1,""060971530033"":1,""060855046011"":2,""250173611002"":1,""060014035013"":1,""060133120001"":1,""060133511011"":1,""060014507461"":1,""060133032052"":2,""040131138021"":1,""060990025031"":1,""060952525021"":1,""060133032041"":3,""060133031021"":1,""060014088002"":1,""060014378001"":1,""060855047001"":2,""060014354002"":1,""060133551091"":1,""060952523152"":1,""060133080011"":6,""060855123101"":1,""060816072002"":1,""060133020081"":1,""060133100003"":1,""060014218002"":1,""060816051002"":1,""060816105002"":1,""060014220002"":1,""060014326003"":1,""060855052022"":1,""060014017001"":1,""060133280001"":1,""060133131013"":1,""060952526061"":1,""060855046021"":1,""060170308033"":1,""060816023001"":2,""060952532061"":1,""060816102021"":1,""060133530012"":1,""120860004083"":1,""060014365001"":1,""060133390011"":2,""060133032051"":2,""060014379001"":1,""060816001001"":1,""060133071012"":1,""060816041021"":1,""060133390022"":1,""060014015001"":1,""060133031032"":2,""060133551102"":7,""060133340062"":1,""060133200011"":1,""060133031034"":2,""060133110001"":1,""060816078002"":1,""060133080012"":3,""060750227041"":1,""060133372002"":1,""060014371011"":1,""060014511014"":1,""060133500004"":1,""120860056001"":1,""060133660012"":1,""060750615004"":1,""060014090004"":1,""060133032031"":6,""060133530022"":1,""060750201001"":1,""060133060032"":1,""060750209004"":2,""120860028001"":1,""060133132051"":1,""060133131014"":1,""060014059022"":1,""060014251023"":1,""060014038003"":1,""060952521021"":1,""060133551082"":2,""060014060001"":1,""060133010001"":1,""060855043161"":1,""060133072011"":2,""060133110002"":1,""060816086002"":2,""060133020104"":2,""060133551093"":1,""060133020092"":3,""060133553061"":1,""060133072012"":4,""060871004001"":1,""060133071021"":1,""060750261004"":1,""060670096011"":1,""060855032102"":1,""060133270005"":2,""060014213003"":1}",1,34,464,"{""21-45"":22,""541-600"":5,""46-60"":3,""721-840"":1,""1201-1320"":2,""301-360"":1,""<20"":63,""61-120"":9,""241-300"":5,""121-180"":7,""421-480"":6,""841-960"":2,""1081-1200"":2,""961-1080"":1,""601-660"":4,""181-240"":3,""661-720"":1,""361-420"":8}",71,"{""26-50"":6,""51-75"":21,""0-25"":56,"">100"":1,""76-100"":73}"
